Appl_Type,Appl_No,Product_No,Patent_No,Patent_Expire_Date_Text,Drug_Substance_Flag,Drug_Product_Flag,Patent_Use_Code,Delist_Flag,Submission_Date
N,21829,3,8246980,"Nov 27, 2025",,Y,,,
N,202080,2,7201920,"Mar 16, 2025",,Y,,,"Jul 14, 2011"
N,209637,2,11097063,"Jul 17, 2026",,Y,,,"Sep 21, 2021"
N,206627,6,10369109,"Jun 16, 2023",,Y,,,"Aug 9, 2019"
N,210045,3,10945960,"Jun 14, 2038",,Y,,,"Mar 22, 2021"
N,202810,1,9351975,"Apr 13, 2027",,Y,,,"Jun 10, 2016"
N,22314,4,8475839,"May 16, 2023",,Y,,,"Aug 1, 2013"
N,200603,5,8883794,"May 26, 2026",,Y,,,"Nov 12, 2014"
N,202971,2,8722679,"Oct 19, 2024",,Y,,,"Jun 9, 2014"
N,200045,5,8183295,"May 16, 2023",,Y,,,
N,21880,5,7855217,"Nov 24, 2024",Y,Y,,,"Jan 17, 2012"
N,212725,2,9029356,"Jul 8, 2028",Y,Y,,,"Sep 13, 2019"
N,202810,1,7722898,"Apr 13, 2027",,Y,,,"Nov 20, 2012"
N,208325,3,8377880,"Jul 29, 2030",Y,Y,,,"Jun 1, 2017"
N,201655,3,8309060,"Nov 20, 2023",,Y,,,
N,21947,5,8092832,"Dec 30, 2024",,Y,,,
N,22115,5,8637512,"Jun 14, 2028",,Y,,,"Feb 12, 2014"
N,21856,2,7361676,"Mar 8, 2024",,Y,,,
N,210557,1,6794489,"Jun 28, 2025",Y,Y,,,"Jul 10, 2019"
N,22416,3,10912781,"Oct 23, 2028",,Y,,,"Feb 10, 2021"
N,208623,1,11304940,"May 30, 2038",Y,,,,"Apr 19, 2022"
N,20981,2,8158645,"Dec 10, 2024",,Y,,,
N,208944,2,8889740,"Nov 23, 2025",,Y,,,"Sep 21, 2017"
N,21137,12,10231931,"Mar 23, 2038",,Y,,,"Jan 7, 2022"
N,208694,1,9750684,"Mar 15, 2030",,Y,,,"Sep 14, 2017"
N,212801,3,8314097,"Mar 27, 2029",Y,Y,,,"Apr 3, 2020"
N,205525,1,10265293,"Aug 6, 2028",Y,Y,,,"May 23, 2019"
N,22569,3,9814705,"Jan 8, 2024",,Y,,,"Dec 13, 2017"
N,211367,1,11123299,"Jun 28, 2031",,Y,,,"Oct 4, 2021"
N,204114,2,9271941,"Jan 28, 2032",,Y,,,"Sep 22, 2016"
N,22410,2,10285910,"Oct 11, 2022",,Y,,,"Jun 7, 2019"
N,209637,2,9687611,"Feb 27, 2027",,Y,,,"Dec 21, 2020"
N,20983,1,7832351,"Jun 19, 2023",,Y,,,"Sep 7, 2012"
N,212038,3,10512612,"Oct 30, 2035",,Y,,,"Jan 2, 2020"
N,205422,2,RE48059,"Dec 23, 2028",Y,,,,"Jul 20, 2020"
N,21753,1,7737181,"Aug 29, 2024",,Y,,,
N,204824,5,9867949,"Mar 10, 2029",,Y,,,"Aug 14, 2020"
N,21936,2,7396341,"Oct 10, 2026",,Y,,,"Oct 5, 2015"
N,22421,3,7695734,"Apr 26, 2028",,Y,,,
N,21977,1,7223735,"Feb 24, 2023",,Y,,,
N,211962,5,10849956,"Nov 6, 2035",,Y,,,"Dec 10, 2020"
N,205382,1,8201556,"Feb 5, 2029",,Y,,,"May 21, 2014"
N,21610,6,8329216,"Feb 4, 2023",,Y,,,"Mar 18, 2021"
N,210864,2,9750822,"Mar 13, 2029",,Y,,,"Dec 1, 2020"
N,201655,7,8329216,"Feb 4, 2023",,Y,,,
N,214324,3,9593066,"Dec 15, 2028",Y,,,,"Jun 17, 2022"
N,21866,1,7550445,"Jul 21, 2024",,Y,,,
N,207155,1,10864183,"May 28, 2030",,Y,,,"Dec 15, 2020"
N,208798,6,11351317,"Feb 10, 2038",,Y,,,"Jun 29, 2022"
N,201922,1,7544373,"Apr 2, 2027",,Y,,,"Apr 17, 2013"
N,206406,2,9763920,"Aug 30, 2024",,Y,,,"Dec 20, 2017"
N,205494,1,7253185,"Apr 29, 2022",,Y,,,"May 10, 2018"
N,21924,7,7691411,"Mar 14, 2024",,Y,,,"Sep 15, 2016"
N,208090,1,8557291,"Mar 21, 2025",,Y,,,"Jul 19, 2016"
N,205703,2,8829054,"Mar 15, 2033",,Y,,,"May 18, 2016"
N,208742,1,9254267,"Sep 11, 2024",,Y,,,"Jan 30, 2019"
N,205122,4,8889190,"Mar 19, 2033",,Y,,,"Nov 18, 2014"
N,206439,3,8598233,"Nov 22, 2025",,Y,,,"Aug 16, 2016"
N,208073,1,9890141,"Oct 21, 2030",Y,,,,"Mar 5, 2018"
N,204114,3,7378423,"May 29, 2027",Y,Y,,,
N,209311,1,8927010,"Mar 23, 2032",,Y,,,"Sep 7, 2018"
N,21372,1,8598219,"Jan 30, 2024",,Y,,,
N,214278,1,10076494,"Dec 8, 2036",,Y,,,"Nov 18, 2020"
N,212516,1,9839626,"Apr 13, 2037",,Y,,,"Aug 2, 2019"
N,207202,4,10517507,"Jun 13, 2032",,Y,,,"Jan 23, 2020"
N,22272,7,10696684,"Mar 30, 2025",Y,,,,"Jun 30, 2020"
N,208073,1,9085553,"Jul 25, 2033",,Y,,,"Aug 3, 2016"
N,208798,6,10561808,"Jan 1, 2032",,Y,,,"Mar 19, 2020"
N,214324,2,10772883,"Jun 11, 2030",,Y,,,"Jun 17, 2022"
N,202535,1,8481083,"Oct 10, 2028",,Y,,,"Jul 9, 2013"
N,207999,2,9238673,"Jun 17, 2033",,Y,,,"Jun 22, 2016"
N,212038,3,9974752,"Oct 30, 2035",,Y,,,"Mar 8, 2019"
N,22200,2,6824822,"Oct 9, 2022",,Y,,,"Mar 28, 2014"
N,210875,3,9044475,"Jun 11, 2030",,Y,,,"Jun 4, 2020"
N,202799,6,7528104,"May 12, 2024",Y,Y,,,
N,207202,1,9941931,"Nov 4, 2030",,Y,,,"May 7, 2018"
N,21254,3,7500444,"Feb 26, 2026",,Y,,,
N,203159,1,10987244,"Apr 1, 2031",,Y,,,"May 25, 2021"
N,207561,1,8981103,"Oct 26, 2026",Y,Y,,,"Dec 1, 2015"
N,22024,2,8668931,"Sep 19, 2023",,Y,,,
N,208798,5,10561808,"Jan 1, 2032",,Y,,,"Mar 19, 2020"
N,212038,4,10512612,"Oct 30, 2035",,Y,,,"Jan 2, 2020"
N,22410,4,9931305,"Feb 14, 2022",,Y,,,"Apr 3, 2018"
N,20832,5,6729786,"Mar 14, 2023",,Y,,,
N,204824,8,9629959,"Jan 24, 2026",,Y,,,"May 25, 2017"
N,216986,1,8114863,"Sep 19, 2028",Y,,,,"Nov 28, 2022"
N,208159,1,6258795,"Jul 10, 2023",,Y,,,"Dec 16, 2015"
N,208224,1,10987244,"Apr 1, 2031",,Y,,,"May 25, 2021"
N,21862,1,8324281,"Dec 2, 2025",,Y,,,"Dec 17, 2012"
N,21610,4,8329216,"Feb 4, 2023",,Y,,,"Mar 18, 2021"
N,207202,1,8961412,"Nov 17, 2030",,Y,,,"Dec 12, 2017"
N,203168,1,8669290,"Jan 16, 2024",,Y,,,"Mar 28, 2014"
N,22360,1,8940772,"Apr 30, 2029",,Y,,,"Feb 25, 2015"
N,209482,1,8161968,"Feb 5, 2028",,Y,,,"Oct 6, 2017"
N,204592,2,8679544,"Apr 23, 2030",,Y,,,"Mar 25, 2014"
N,205879,2,8785403,"Jul 30, 2024",,Y,,,"Oct 14, 2016"
N,19034,2,9248229,"Mar 12, 2034",,Y,,,"Feb 5, 2018"
N,204824,2,9629959,"Jan 24, 2026",,Y,,,"May 25, 2017"
N,209410,1,8252331,"Mar 13, 2030",,Y,,,"Mar 1, 2018"
N,203756,2,11091440,"Jan 15, 2030",,Y,,,"Aug 31, 2021"
N,212489,1,8907099,"May 12, 2027",Y,,,,"May 19, 2020"
N,210563,2,8008309,"Nov 13, 2027",Y,Y,,,"Mar 6, 2018"
N,207921,2,10086156,"May 18, 2031",,Y,,,"Oct 16, 2018"
N,202788,4,9642844,"Jan 25, 2027",,Y,,,"May 15, 2017"
N,208026,2,7407955,"May 2, 2025",Y,Y,,,"Jun 22, 2016"
N,208692,1,11298349,"Feb 10, 2032",,Y,,,"Apr 12, 2022"
N,22321,6,8877247,"Jun 19, 2027",,Y,,,"Dec 1, 2014"
N,21372,2,7947724,"Jan 30, 2024",,Y,,,
N,207318,2,7732615,"Jun 3, 2028",Y,Y,,,"Jul 25, 2018"
N,210563,1,10010507,"Mar 3, 2036",,Y,,,"Jul 17, 2018"
N,203756,1,7579473,"Aug 14, 2026",Y,Y,,,"Dec 26, 2012"
N,201655,2,8329216,"Feb 4, 2023",,Y,,,
N,211675,3,10981923,"Oct 17, 2036",Y,,,,"Apr 14, 2022"
N,22474,1,8512745,"Jun 2, 2030",,Y,,,"Sep 12, 2013"
N,208798,5,11464923,"Jun 19, 2040",,Y,,,"Nov 10, 2022"
N,21945,4,11446441,"Jan 24, 2026",,Y,,,"Oct 17, 2022"
N,206947,1,7253286,"Oct 24, 2025",Y,Y,,,"Mar 10, 2015"
N,208799,4,10569034,"Aug 16, 2036",,Y,,,"Mar 12, 2020"
N,213426,1,8598152,"Apr 19, 2030",Y,Y,,,"Nov 12, 2021"
N,208090,3,8557291,"Mar 21, 2025",,Y,,,"Jul 19, 2016"
N,19734,3,10758616,"Apr 18, 2027",,Y,,,"Sep 29, 2020"
N,216986,3,8114863,"Sep 19, 2028",Y,,,,"Nov 28, 2022"
N,215457,1,10737028,"Nov 23, 2024",,Y,,,"Mar 25, 2022"
N,203108,1,8733341,"Oct 16, 2030",,Y,,,"Sep 3, 2015"
N,206977,12,11096913,"Feb 28, 2037",,Y,,,"Sep 20, 2021"
N,207202,1,8718193,"Dec 5, 2029",,Y,,,"Dec 12, 2017"
N,21038,3,8338470,"Jan 4, 2032",,Y,,,
N,22200,1,6824822,"Oct 9, 2022",,Y,,,
N,207500,2,10812238,"Oct 31, 2025",Y,,,,"Dec 21, 2022"
N,21924,13,7691411,"Mar 14, 2024",,Y,,,"Sep 15, 2016"
N,204325,1,9265737,"Jun 28, 2032",,Y,,,"Sep 21, 2017"
N,210361,1,10543192,"Feb 28, 2033",,Y,,,"Feb 27, 2020"
N,216986,7,8114863,"Sep 19, 2028",Y,,,,"Nov 28, 2022"
N,208799,2,10561808,"Jan 1, 2032",,Y,,,"Mar 19, 2020"
N,205787,1,10737028,"Nov 23, 2024",,Y,,,"Aug 25, 2020"
N,205636,1,8651103,"Mar 26, 2028",,Y,,,"Apr 28, 2015"
N,22272,5,9522919,"Mar 30, 2025",Y,Y,,,"Dec 20, 2016"
N,212937,1,11510984,"Jul 1, 2039",,Y,,,"Dec 14, 2022"
N,205787,1,9737669,"Nov 23, 2024",,Y,,,"Aug 23, 2017"
N,207533,4,8431576,"Oct 26, 2030",Y,,,,"Jun 27, 2017"
N,217003,1,8754091,"Dec 28, 2026",,Y,,,"Sep 21, 2022"
N,208799,4,7540282,"May 6, 2023",,Y,,,"Aug 2, 2019"
N,21433,2,7832351,"Jun 19, 2023",,Y,,,
N,202080,1,8409616,"Nov 26, 2023",,Y,,,
N,22156,2,11103490,"Oct 10, 2031",,Y,,,"Sep 1, 2021"
N,210660,1,10905713,"Jan 15, 2039",,Y,,,"Feb 2, 2021"
N,202971,3,7807680,"Oct 19, 2024",,Y,,,
N,208653,3,8828978,"Jul 1, 2030",,Y,,,"Jan 25, 2019"
N,210132,2,8633178,"Nov 21, 2032",,Y,,,"Jan 26, 2022"
N,208056,1,8871273,"Jan 11, 2028",,Y,,,"Feb 25, 2016"
N,210563,3,7514444,"Dec 28, 2026",Y,Y,,,"Mar 6, 2018"
N,206627,1,9770416,"Aug 24, 2027",,Y,,,"Sep 27, 2017"
N,207975,2,9216176,"Sep 13, 2027",,Y,,,"Jan 19, 2017"
N,21361,1,8835452,"Jun 19, 2024",Y,Y,,,"Oct 1, 2014"
N,201739,2,10314977,"Nov 23, 2024",,Y,,,"Jun 11, 2019"
N,22272,4,11304908,"Aug 24, 2027",,Y,,,"Apr 21, 2022"
N,207925,3,8754224,"Dec 28, 2026",Y,Y,,,"May 29, 2019"
N,210563,3,10828259,"Mar 3, 2036",,Y,,,"Nov 18, 2020"
N,19734,4,10758616,"Apr 18, 2027",,Y,,,"Sep 29, 2020"
N,209862,1,8021344,"Nov 2, 2029",,Y,,,"Nov 7, 2016"
N,208246,2,RE41783,"Dec 8, 2025",Y,,,,"Jan 9, 2020"
N,22272,4,9522919,"Mar 30, 2025",Y,Y,,,"Dec 20, 2016"
N,205552,2,8697711,"Dec 28, 2026",Y,Y,,,"Jan 19, 2018"
N,214358,2,9925174,"Jun 14, 2023",,Y,,,"Jul 28, 2021"
N,204485,5,9919026,"Jan 30, 2035",,Y,,,"Jan 18, 2022"
N,204824,6,8814834,"May 27, 2031",,Y,,,"Aug 14, 2020"
N,203341,2,7919625,"Dec 11, 2025",,Y,,,
N,206073,1,7713938,"Apr 15, 2027",Y,Y,,,"Feb 19, 2015"
N,211172,1,8101743,"Apr 1, 2025",Y,Y,,,"Nov 1, 2018"
N,215309,1,7598257,"Dec 24, 2027",Y,Y,,,"Oct 20, 2021"
N,207202,5,8580796,"Sep 25, 2022",Y,,,,"Dec 12, 2017"
N,202810,2,9370525,"Apr 13, 2027",,Y,,,"Jun 24, 2016"
N,210498,1,9562016,"Oct 18, 2033",Y,Y,,,"Jul 25, 2018"
N,211635,1,9642913,"May 11, 2025",,Y,,,"Feb 6, 2020"
N,206947,2,7612208,"Sep 19, 2026",Y,Y,,,"Mar 10, 2015"
N,208686,1,11040023,"Mar 25, 2036",,Y,,,"Jun 25, 2021"
N,213978,1,9504645,"Oct 19, 2035",,Y,,,"Nov 4, 2021"
N,204824,5,10709844,"Mar 10, 2029",,Y,,,"Aug 14, 2020"
N,201292,3,RE43431,"Jan 13, 2026",Y,,,,"Aug 1, 2013"
N,203756,2,9717720,"Feb 10, 2032",,Y,,,"Aug 23, 2017"
N,214383,1,10869928,"Apr 25, 2032",,Y,,,"Mar 24, 2021"
N,210875,2,8765167,"Feb 20, 2024",,Y,,,"Jun 4, 2020"
N,209210,1,7563871,"Apr 15, 2024",,Y,,,"Nov 3, 2017"
N,215256,1,8536122,"Mar 20, 2026",Y,Y,,,"Jun 30, 2021"
N,203496,2,8410169,"Feb 13, 2030",,Y,,,"Jan 9, 2014"
N,211675,1,10981923,"Oct 17, 2036",Y,,,,"May 18, 2021"
N,206627,4,11304908,"Aug 24, 2027",,Y,,,"Apr 21, 2022"
N,202714,1,8207297,"Apr 14, 2025",Y,Y,,,"Aug 9, 2012"
N,207202,3,9119554,"Dec 16, 2028",,Y,,,"Dec 12, 2017"
N,205636,1,9463288,"May 19, 2025",,Y,,,"Nov 8, 2016"
N,214622,1,9067896,"Aug 6, 2028",Y,,,,"Jun 8, 2021"
N,207589,1,10130640,"Jun 10, 2031",,Y,,,"Dec 6, 2018"
N,207999,2,7138390,"Nov 16, 2022",Y,Y,,,"Jun 22, 2016"
N,205649,3,9616028,"Nov 12, 2030",,Y,,,"Aug 30, 2017"
N,22115,4,8637512,"Jun 14, 2028",,Y,,,"Feb 12, 2014"
N,208573,1,11369599,"May 23, 2032",,Y,,,"Jul 20, 2022"
N,202714,3,7232818,"Apr 14, 2025",Y,Y,,,"Jun 20, 2018"
N,202324,1,6534524,"Apr 29, 2025",Y,Y,,,"Feb 16, 2012"
N,22387,1,9593066,"Dec 15, 2028",Y,,,,"Mar 14, 2017"
N,204242,5,9439900,"Sep 18, 2032",,Y,,,"Oct 3, 2016"
N,203985,3,8617598,"Sep 27, 2022",,Y,,,"Mar 27, 2014"
N,22159,1,7575757,"Apr 21, 2025",,Y,,,
N,210874,4,8716251,"Mar 21, 2028",,Y,,,"May 24, 2019"
N,204803,1,11400019,"Jan 12, 2041",,Y,,,"Sep 1, 2022"
N,21881,1,7658914,"Sep 1, 2024",Y,Y,,,
N,22118,1,7658944,"Dec 9, 2024",,Y,,,
N,209311,4,11241392,"Mar 23, 2032",,Y,,,"Mar 10, 2022"
N,21977,6,7655630,"Feb 24, 2023",Y,,,,
N,21829,2,10130589,"Dec 22, 2030",,Y,,,"Nov 30, 2018"
N,208090,5,8557291,"Mar 21, 2025",,Y,,,"Jul 19, 2016"
N,206544,2,7955619,"Aug 12, 2028",,Y,,,"Mar 24, 2016"
N,202344,1,7488496,"Aug 11, 2023",Y,Y,,,"Jul 13, 2012"
N,201699,1,7378508,"Jul 31, 2027",Y,Y,,,"Aug 29, 2011"
N,205787,1,7731690,"Jan 15, 2025",,Y,,,"May 23, 2014"
N,202811,1,7371727,"Jan 28, 2024",Y,,,,"Sep 18, 2012"
N,21038,2,8338470,"Jan 4, 2032",,Y,,,"May 21, 2013"
N,213895,1,10849956,"Nov 6, 2035",,Y,,,"Sep 14, 2021"
N,206627,6,9872837,"Dec 21, 2031",,Y,,,"Jan 23, 2018"
N,209022,1,10076614,"Oct 20, 2034",,Y,,,"Oct 12, 2018"
N,206494,1,8835455,"Oct 8, 2030",,Y,,,"Mar 17, 2015"
N,213137,1,10017491,"Dec 28, 2032",,Y,,,"Dec 19, 2019"
N,205677,1,10829465,"Feb 12, 2035",Y,Y,,,"Nov 17, 2020"
N,208564,1,9289382,"Nov 21, 2032",,Y,,,"Jun 19, 2018"
N,202788,4,10016403,"Jan 25, 2027",,Y,,,"Aug 10, 2018"
N,209311,1,9498447,"Mar 23, 2032",,Y,,,"Sep 7, 2018"
N,20911,1,11395889,"May 18, 2031",,Y,,,"Aug 19, 2022"
N,201739,2,7749194,"Oct 30, 2028",,Y,,,
N,211913,3,9750711,"May 29, 2035",,Y,,,"Nov 25, 2019"
N,21436,2,8017615,"Jun 16, 2024",,Y,,,
N,212888,2,8080551,"Apr 11, 2023",Y,Y,,,"Feb 16, 2021"
N,206321,1,8684969,"Oct 20, 2025",,Y,,,"Jan 21, 2015"
N,205777,1,8846090,"Apr 4, 2023",,Y,,,"Sep 30, 2014"
N,210875,3,9931305,"Feb 14, 2022",,Y,,,"Jun 4, 2020"
N,19034,1,9248229,"Mar 12, 2034",,Y,,,"Feb 5, 2018"
N,206627,5,9084816,"Aug 24, 2027",,Y,,,"Jul 21, 2015"
N,202714,2,8207297,"Apr 14, 2025",Y,Y,,,"Aug 15, 2016"
N,212038,1,10512612,"Oct 30, 2035",,Y,,,"Jan 2, 2020"
N,208194,1,9265831,"Jan 28, 2031",,Y,,,"Mar 1, 2016"
N,212273,1,8623905,"May 1, 2027",Y,Y,,,"Nov 14, 2019"
N,214622,2,11160804,"Dec 11, 2034",,Y,,,"Dec 1, 2021"
N,21361,1,7902206,"Jun 19, 2024",Y,Y,,,"Apr 7, 2011"
N,208799,3,9216260,"Jun 28, 2031",,Y,,,"Jan 30, 2017"
N,21301,2,6555581,"Feb 15, 2022",,,,,
N,215092,1,8648097,"Oct 13, 2029",Y,Y,,,"Oct 20, 2022"
N,22272,6,9073933,"Mar 30, 2025",Y,,,,"Aug 3, 2015"
N,202810,1,9855278,"Apr 13, 2027",,Y,,,"Jan 5, 2018"
N,21372,1,9173942,"Jan 30, 2024",,Y,,,"Nov 5, 2015"
N,201367,1,6740669,"Nov 14, 2022",Y,Y,,,"Apr 1, 2011"
N,208798,7,9731087,"May 18, 2031",,Y,,,"Aug 5, 2021"
N,202971,1,8993761,"Sep 25, 2022",Y,,,,"Apr 28, 2015"
N,22024,2,9060941,"Sep 19, 2023",,Y,,,"Jul 21, 2015"
N,201292,3,10004743,"Jul 5, 2030",,Y,,,"Aug 2, 2018"
N,205552,2,10294232,"Jun 3, 2033",,Y,,,"May 23, 2019"
N,213426,1,10245276,"Apr 19, 2030",Y,Y,,,"Nov 12, 2021"
N,204824,1,11446441,"Jan 24, 2026",,Y,,,"Oct 19, 2022"
N,210875,2,9855221,"Feb 14, 2022",,Y,,,"Jun 4, 2020"
N,213137,2,10034879,"Dec 28, 2032",Y,Y,,,"Nov 14, 2022"
N,201292,1,10004743,"Jul 5, 2030",,Y,,,"Aug 2, 2018"
N,207202,6,8017615,"Jun 16, 2024",,Y,,,"Dec 12, 2017"
N,208799,2,9987229,"Sep 1, 2024",,Y,,,"Jul 3, 2018"
N,208026,1,8883805,"Nov 26, 2025",,Y,,,"Jun 22, 2016"
N,211801,1,8541448,"Aug 1, 2033",Y,Y,,,"Oct 10, 2019"
N,202880,3,9132096,"Sep 12, 2034",,Y,,,"Sep 22, 2015"
N,201739,1,7947017,"Mar 12, 2028",,Y,,,"Feb 22, 2013"
N,21610,4,8309112,"Feb 4, 2023",,Y,,,"Mar 18, 2021"
N,200677,3,8299209,"Dec 27, 2025",Y,Y,,,
N,208798,1,10022510,"May 18, 2031",,Y,,,"Aug 13, 2018"
N,215039,1,8227462,"Sep 28, 2030",Y,Y,,,"May 3, 2022"
N,209311,2,11241392,"Mar 23, 2032",,Y,,,"Mar 10, 2022"
N,210854,3,10392406,"Apr 27, 2036",Y,,,,"Aug 11, 2021"
N,204824,8,11446441,"Jan 24, 2026",,Y,,,"Oct 19, 2022"
N,208147,1,8597684,"Mar 15, 2027",,Y,,,"Oct 27, 2015"
N,211358,2,7495103,"May 20, 2027",Y,Y,,,"Sep 6, 2018"
N,209381,1,8999313,"Sep 10, 2033",,Y,,,"May 24, 2018"
N,205777,2,9522919,"Mar 30, 2025",Y,Y,,,"Dec 20, 2016"
N,206089,3,11179402,"Apr 14, 2026",Y,Y,,,"Dec 21, 2021"
N,210563,2,10106548,"Jun 3, 2033",Y,Y,,,"Oct 26, 2018"
N,210251,1,9708342,"Jun 19, 2035",Y,Y,,,"Feb 26, 2018"
N,19430,1,7449012,"Sep 11, 2025",,Y,,,
N,207078,1,10695365,"Oct 22, 2033",Y,,,,"Jul 28, 2020"
N,214517,1,10071977,"Feb 12, 2035",Y,Y,,,"Dec 21, 2020"
N,209637,2,8684969,"Oct 20, 2025",,Y,,,"Dec 21, 2020"
N,212436,2,11065250,"May 24, 2036",,Y,,,"Aug 12, 2021"
N,200603,5,RE45573,"Jun 23, 2025",Y,,,,"Jun 24, 2015"
N,21929,1,8875699,"Nov 10, 2024",,Y,,,"Dec 12, 2014"
N,22110,1,7531623,"Jan 1, 2027",Y,,,,
N,213378,4,7262298,"Nov 23, 2025",Y,,,,"Jun 25, 2021"
N,21252,2,8217083,"Jun 6, 2028",,Y,,,"May 24, 2013"
N,204326,5,8709491,"Jun 28, 2032",,Y,,,
N,209637,4,9132239,"Feb 1, 2032",,Y,,,"Nov 14, 2022"
N,212839,5,7598279,"Oct 30, 2027",Y,,,,"Mar 12, 2020"
N,22309,3,8754070,"Oct 12, 2026",,Y,,,"Jul 16, 2014"
N,20800,2,7621891,"Feb 4, 2025",,Y,,,
N,207947,2,8791122,"Aug 1, 2030",Y,Y,,,"Jan 19, 2016"
N,215814,1,10414752,"Sep 18, 2035",,Y,,,"Jan 3, 2023"
N,204824,3,8814834,"May 27, 2031",,Y,,,"Aug 14, 2020"
N,21338,1,9095706,"Feb 3, 2033",,Y,,,"Aug 6, 2015"
N,211801,1,8969377,"Dec 30, 2029",Y,Y,,,"Oct 10, 2019"
N,211371,1,8410077,"Mar 13, 2029",,Y,,,"Jun 27, 2019"
N,22287,2,7790755,"Aug 2, 2026",,Y,,,
N,203496,3,9604901,"Dec 15, 2028",Y,,,,"Mar 28, 2017"
N,209806,1,9308204,"Oct 21, 2030",,Y,,,"Jan 16, 2018"
N,21610,6,8309112,"Feb 4, 2023",,Y,,,"Mar 18, 2021"
N,205422,1,7888362,"Apr 12, 2026",Y,,,Y,"Jul 17, 2015"
N,212516,3,10959982,"Apr 13, 2037",,Y,,,"Apr 19, 2021"
N,204824,7,11446441,"Jan 24, 2026",,Y,,,"Oct 19, 2022"
N,22433,1,8425934,"Apr 17, 2030",,Y,,,"May 20, 2013"
N,211340,1,10695329,"Oct 16, 2037",,Y,,,"Jul 22, 2020"
N,21372,2,9457020,"Jan 30, 2024",,Y,,,"Oct 25, 2016"
N,210563,4,9296753,"Oct 30, 2033",Y,,,,"Mar 6, 2018"
N,205832,1,6762180,"Oct 1, 2025",Y,Y,,,"Oct 22, 2014"
N,214965,1,9132071,"Jun 2, 2029",,Y,,,"Jul 15, 2021"
N,206494,1,8969566,"Jun 15, 2032",Y,,,,"Mar 17, 2015"
N,22318,1,9095509,"Dec 6, 2030",,Y,,,"Jan 13, 2016"
N,206679,2,9597289,"Feb 23, 2030",,Y,,,"Apr 21, 2017"
N,210428,1,9504655,"Jul 9, 2035",,Y,,,"Mar 14, 2018"
N,208073,1,8927574,"Nov 12, 2030",,Y,,,"Aug 3, 2016"
N,206627,2,9750703,"Dec 21, 2031",,Y,,,"Sep 14, 2017"
N,22321,1,8685444,"Jul 3, 2025",,Y,,,
N,209311,5,8927010,"Mar 23, 2032",,Y,,,"Sep 7, 2018"
N,212273,1,7495103,"May 20, 2027",Y,Y,,,"Nov 14, 2019"
N,208692,3,11091439,"Jan 15, 2030",Y,,,,"Aug 31, 2021"
N,208573,2,8722657,"Jan 29, 2032",Y,,,,"Feb 13, 2020"
N,21880,5,7465800,"Apr 27, 2027",Y,Y,,,"Jan 17, 2012"
N,204223,2,9248229,"Mar 12, 2034",,Y,,,"Feb 17, 2016"
N,22314,2,8475839,"May 16, 2023",,Y,,,"Aug 1, 2013"
N,214377,1,10736896,"May 19, 2031",Y,Y,,,"Feb 12, 2021"
N,209299,2,RE48898,"Jan 19, 2026",,Y,,,"Feb 23, 2022"
N,206679,1,10300041,"Apr 26, 2027",,Y,,,"Oct 18, 2019"
N,212436,1,11065250,"May 24, 2036",,Y,,,"Aug 12, 2021"
N,207202,1,9320455,"Dec 15, 2031",,Y,,,"Dec 12, 2017"
N,203496,5,9422223,"May 24, 2024",,Y,,,"Feb 9, 2017"
N,215866,6,8734394,"Feb 24, 2031",,Y,,,"Jun 9, 2022"
N,22217,2,8168616,"Jul 3, 2026",,Y,,,"Jun 6, 2012"
N,210854,3,11261198,"Sep 25, 2038",,Y,,,"Apr 4, 2022"
N,22239,1,7901385,"Jul 31, 2026",,Y,,,"Mar 23, 2011"
N,209184,1,8945612,"Nov 16, 2032",,Y,,,"Jan 18, 2019"
N,208798,6,9782550,"Aug 28, 2035",,Y,,,"Mar 20, 2020"
N,204026,2,8828427,"Jun 21, 2031",Y,Y,,,"Sep 29, 2014"
N,201820,1,7696178,"Sep 22, 2022",,Y,,,"Jan 30, 2013"
N,21301,10,7067148,"Feb 15, 2022",,Y,,,
N,22272,4,9770416,"Aug 24, 2027",,Y,,,"Sep 27, 2017"
N,201739,1,8206360,"Feb 27, 2027",,Y,,,"Mar 21, 2013"
N,21829,2,9925150,"Mar 1, 2032",,Y,,,"Apr 2, 2018"
N,203496,1,9593066,"Dec 15, 2028",Y,,,,"Mar 14, 2017"
N,205879,2,7943788,"Jul 14, 2027",Y,Y,,,"Oct 14, 2016"
N,21924,13,7723390,"Mar 14, 2024",,Y,,,"May 27, 2010"
N,210875,2,8603514,"Apr 3, 2024",,Y,,,"Jun 4, 2020"
N,20911,1,9463289,"May 18, 2031",,Y,,,"Nov 8, 2016"
N,212801,1,9434754,"Jan 13, 2031",Y,,,,"Apr 3, 2020"
N,202811,1,8933030,"Feb 17, 2031",,Y,,,"Feb 6, 2015"
N,22249,2,8895756,"Jan 12, 2026",,Y,,,"Nov 26, 2014"
N,204326,5,9265737,"Jun 28, 2032",,Y,,,
N,21925,2,7700128,"Jan 30, 2027",,Y,,,
N,206073,1,7407955,"May 2, 2025",Y,Y,,,"Feb 19, 2015"
N,202880,3,10322120,"Jul 25, 2033",,Y,,,"Jul 17, 2019"
N,216986,3,10973934,"Aug 6, 2039",Y,,,,"Nov 28, 2022"
N,21610,3,8309112,"Feb 4, 2023",,Y,,,"Mar 18, 2021"
